    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1005       8620.99     0.0048   8.008E+00   0.7398   0.3000   1.668E-17   4.60513857E+01   6.06317432E+01
    1006       8628.99     0.0047   8.205E+00   0.7611   0.3000   1.937E-17   4.60559154E+01   6.06358346E+01
    1007        8637.2     0.0047   7.409E+00   0.6631   0.3000   1.557E-17   4.60605542E+01   6.06399303E+01
    1008       8644.61     0.0048   7.413E+00   0.6896   0.3000   1.805E-17   4.60647406E+01   6.06435780E+01
    1009       8652.02     0.0047   7.740E+00   0.7284   0.3000   1.510E-17   4.60689261E+01   6.06471720E+01
    1010       8659.76     0.0047   7.885E+00   0.7242   0.3000   1.975E-17   4.60732932E+01   6.06508642E+01
    1011       8667.65     0.0045   7.641E+00   0.7028   0.3000   1.974E-17   4.60777396E+01   6.06545507E+01
    1012       8675.29     0.0047   7.336E+00   0.6910   0.3000   1.768E-17   4.60820456E+01   6.06581093E+01
    1013       8682.62     0.0047   7.084E+00   0.6594   0.3000   1.391E-17   4.60861773E+01   6.06615605E+01
    1014       8689.71     0.0047   7.233E+00   0.6474   0.3000   1.608E-17   4.60901640E+01   6.06648516E+01
    1015       8696.94     0.0047   3.059E+00   0.2674   0.1181   1.590E-17   4.60942313E+01   6.06682425E+01
    1016          8700     0.0047   7.752E+00   0.6831   0.3000   1.834E-17   4.60959507E+01   6.06696979E+01
    1017       8707.75     2.5559   7.332E+00   0.6419   0.3000   1.591E-17   4.61003046E+01   6.06733767E+01
    1018       8715.08     0.0048   7.063E+00   0.5962   0.3000   1.864E-17   4.61044191E+01   6.06769415E+01
    1019       8722.15     0.0047   7.171E+00   0.6014   0.3000   1.928E-17   4.61083799E+01   6.06804666E+01
    1020       8729.32     0.0048   7.577E+00   0.6384   0.3000   1.573E-17   4.61123986E+01   6.06840895E+01
    1021       8736.89     0.0048   8.168E+00   0.6749   0.3000   1.956E-17   4.61166419E+01   6.06879631E+01
    1022       8745.06     0.0046   7.776E+00   0.6464   0.3000   1.561E-17   4.61212121E+01   6.06921845E+01
    1023       8752.84     0.0047   7.399E+00   0.6334   0.3000   1.986E-17   4.61255598E+01   6.06962944E+01
    1024       8760.24     0.0046   7.381E+00   0.6266   0.3000   1.775E-17   4.61296933E+01   6.07003416E+01
    1025       8767.62     0.0047   7.520E+00   0.6607   0.3000   1.651E-17   4.61338132E+01   6.07044406E+01
    1026       8775.14     0.0046   7.984E+00   0.7103   0.3000   1.998E-17   4.61380068E+01   6.07086219E+01
    1027       8783.12     0.0047   7.234E+00   0.6253   0.3000   1.817E-17   4.61424559E+01   6.07131213E+01
    1028       8790.36     0.0047   7.209E+00   0.6262   0.3000   1.856E-17   4.61464840E+01   6.07173105E+01
    1029       8797.57     0.0048   7.190E+00   0.6289   0.3000   1.655E-17   4.61504948E+01   6.07215319E+01
    1030       8804.76     0.0046   6.626E+00   0.5643   0.3000   1.705E-17   4.61544924E+01   6.07258197E+01
    1031       8811.38     0.0047   6.581E+00   0.5441   0.3000   2.341E-17   4.61581736E+01   6.07297798E+01
    1032       8817.96     0.0047   6.951E+00   0.5833   0.3000   1.475E-17   4.61618272E+01   6.07336842E+01
    1033       8824.91     0.0046   7.158E+00   0.5922   0.3000   1.835E-17   4.61656836E+01   6.07377456E+01
    1034       8832.07     0.0046   6.542E+00   0.5413   0.3000   1.557E-17   4.61696520E+01   6.07418916E+01
    1035       8838.61     0.0047   6.428E+00   0.5275   0.3000   1.917E-17   4.61732763E+01   6.07456840E+01
    1036       8845.04     0.0047   6.640E+00   0.5323   0.3000   1.582E-17   4.61768349E+01   6.07494046E+01
    1037       8851.68     0.0048   7.187E+00   0.5897   0.3000   1.534E-17   4.61805082E+01   6.07532395E+01
    1038       8858.87     0.0046   7.327E+00   0.5958   0.3000   1.880E-17   4.61844812E+01   6.07574093E+01
    1039        8866.2     0.0048   7.453E+00   0.5958   0.3000   1.290E-17   4.61885285E+01   6.07617338E+01
    1040       8873.65     0.0046   7.367E+00   0.6058   0.3000   1.699E-17   4.61926418E+01   6.07661761E+01
    1041       8881.02     0.0047   7.301E+00   0.5954   0.3000   1.813E-17   4.61967043E+01   6.07706214E+01
    1042       8888.32     0.0047   7.492E+00   0.5875   0.3000   1.728E-17   4.62007277E+01   6.07750662E+01
    1043       8895.81     0.0046   7.934E+00   0.6362   0.3000   1.574E-17   4.62048534E+01   6.07796475E+01
    1044       8903.74     0.0047   8.383E+00   0.6666   0.3000   1.876E-17   4.62092189E+01   6.07845041E+01
    1045       8912.13     0.0046   8.166E+00   0.6213   0.3000   1.539E-17   4.62138276E+01   6.07895826E+01
    1046       8920.29     0.0048   8.022E+00   0.6175   0.3000   2.062E-17   4.62183133E+01   6.07945233E+01
    1047       8928.31     0.0046   8.131E+00   0.6173   0.3000   1.772E-17   4.62227168E+01   6.07994470E+01
    1048       8936.44     0.0047   8.657E+00   0.6664   0.3000   1.617E-17   4.62271772E+01   6.08045947E+01
    1049        8945.1     0.0046   8.410E+00   0.6530   0.3000   1.889E-17   4.62319228E+01   6.08102264E+01
    1050       8953.51     0.0047   7.961E+00   0.6175   0.3000   1.623E-17   4.62365299E+01   6.08159295E+01
    1051       8961.47     0.0044   7.898E+00   0.6138   0.3000   2.018E-17   4.62408880E+01   6.08215634E+01
    1052       8969.37     0.0046   8.144E+00   0.6600   0.3000   2.098E-17   4.62452090E+01   6.08272546E+01
    1053       8977.51     0.0044   7.977E+00   0.6510   0.3000   1.782E-17   4.62496612E+01   6.08332129E+01
    1054       8985.49     0.0046   7.847E+00   0.6562   0.3000   1.795E-17   4.62540189E+01   6.08391888E+01
    1055       8993.34     0.0044   6.663E+00   0.5793   0.2450   1.810E-17   4.62583031E+01   6.08452618E+01
    1056          9000     1.3388   8.466E+00   0.7383   0.3000   2.035E-17   4.62619387E+01   6.08506107E+01
    1057       9008.47     1.2632   7.920E+00   0.7026   0.3000   2.444E-17   4.62665559E+01   6.08576152E+01
    1058       9016.39     0.0047   7.519E+00   0.6890   0.3000   1.557E-17   4.62708728E+01   6.08643369E+01
    1059        9023.9     0.0046   7.149E+00   0.6511   0.3000   1.851E-17   4.62749686E+01   6.08708714E+01
    1060       9031.05     0.0047   7.196E+00   0.6534   0.3000   1.887E-17   4.62788609E+01   6.08772484E+01
    1061       9038.25     0.0047   7.641E+00   0.7205   0.3000   1.712E-17   4.62827770E+01   6.08838528E+01
    1062       9045.89     0.0047   6.823E+00   0.6453   0.3000   2.006E-17   4.62869329E+01   6.08910390E+01
    1063       9052.71     0.0047   6.627E+00   0.6105   0.3000   1.846E-17   4.62906424E+01   6.08975646E+01
    1064       9059.34     0.0046   6.866E+00   0.6324   0.3000   1.676E-17   4.62942440E+01   6.09040046E+01
    1065       9066.21     0.0048   7.614E+00   0.7145   0.3000   2.200E-17   4.62979732E+01   6.09107671E+01
    1066       9073.82     0.0047   7.058E+00   0.6540   0.3000   1.717E-17   4.63021065E+01   6.09183705E+01
    1067       9080.88     0.0047   6.855E+00   0.6112   0.3000   1.755E-17   4.63059360E+01   6.09254693E+01
    1068       9087.73     0.0047   7.123E+00   0.6432   0.3000   2.202E-17   4.63096532E+01   6.09323380E+01
    1069       9094.86     0.0047   7.918E+00   0.7182   0.3000   2.003E-17   4.63135139E+01   6.09394676E+01
    1070       9102.77     0.0047   7.192E+00   0.6351   0.3000   1.934E-17   4.63178033E+01   6.09474379E+01
    1071       9109.97     0.0047   7.029E+00   0.6136   0.3000   2.026E-17   4.63216972E+01   6.09547264E+01
    1072          9117     0.0047   7.302E+00   0.6643   0.3000   1.583E-17   4.63255003E+01   6.09618610E+01
    1073        9124.3     0.0047   7.498E+00   0.6900   0.3000   2.062E-17   4.63294491E+01   6.09692011E+01
    1074        9131.8     0.0047   7.218E+00   0.6650   0.3000   1.942E-17   4.63335016E+01   6.09766785E+01
    1075       9139.01     0.0047   6.920E+00   0.6601   0.3000   1.588E-17   4.63374003E+01   6.09838343E+01
    1076       9145.93     0.0045   6.997E+00   0.6700   0.3000   1.846E-17   4.63411356E+01   6.09907043E+01
    1077       9152.93     0.0047   7.396E+00   0.7198   0.3000   1.858E-17   4.63449102E+01   6.09976882E+01
    1078       9160.33     0.0047   7.150E+00   0.7168   0.3000   1.861E-17   4.63488972E+01   6.10050185E+01
    1079       9167.48     0.0047   6.908E+00   0.6903   0.3000   1.994E-17   4.63527496E+01   6.10120612E+01
    1080       9174.38     0.0048   6.932E+00   0.6855   0.3000   1.946E-17   4.63564697E+01   6.10187934E+01
    1081       9181.32     0.0048   6.953E+00   0.7017   0.3000   2.041E-17   4.63602007E+01   6.10255288E+01
    1082       9188.27     0.0046   7.135E+00   0.7245   0.3000   2.884E-17   4.63639411E+01   6.10323212E+01
    1083        9195.4     0.0047   6.763E+00   0.6923   0.3000   2.506E-17   4.63677775E+01   6.10392976E+01
    1084       9202.17     0.0047   6.788E+00   0.6873   0.3000   1.879E-17   4.63714122E+01   6.10458858E+01
    1085       9208.96     0.0046   6.921E+00   0.7069   0.3000   1.996E-17   4.63750580E+01   6.10524743E+01
    1086       9215.88     0.0046   6.874E+00   0.7078   0.3000   2.155E-17   4.63787727E+01   6.10592178E+01
    1087       9222.75     0.0047   6.658E+00   0.6688   0.3000   1.608E-17   4.63824595E+01   6.10659879E+01
    1088       9229.41     0.0047   6.636E+00   0.6737   0.3000   2.884E-17   4.63860281E+01   6.10725544E+01
    1089       9236.04     0.0047   6.254E+00   0.6391   0.3000   1.788E-17   4.63895828E+01   6.10790863E+01
    1090        9242.3     0.0046   6.283E+00   0.6295   0.3000   2.824E-17   4.63929314E+01   6.10852172E+01
    1091       9248.58     0.0047   6.390E+00   0.6298   0.3000   1.976E-17   4.63962936E+01   6.10913770E+01
    1092       9254.97     0.0047   6.126E+00   0.6165   0.3000   1.934E-17   4.63997111E+01   6.10976562E+01
    1093        9261.1     0.0047   5.794E+00   0.5975   0.3000   2.271E-17   4.64029853E+01   6.11037639E+01
    1094       9266.89     0.0049   5.797E+00   0.6166   0.3000   2.789E-17   4.64060804E+01   6.11095823E+01
    1095       9272.69     0.0062   6.090E+00   0.6544   0.3000   2.403E-17   4.64091752E+01   6.11154369E+01
    1096       9278.78     0.0047   6.257E+00   0.6846   0.3000   2.259E-17   4.64124249E+01   6.11216645E+01
    1097       9285.03     0.0046   5.843E+00   0.6711   0.3000   1.836E-17   4.64157616E+01   6.11281009E+01
    1098       9290.88     0.0047   5.728E+00   0.6765   0.3000   2.336E-17   4.64188757E+01   6.11341078E+01
    1099        9296.6     0.0046   3.395E+00   0.4023   0.1724   2.849E-17   4.64219263E+01   6.11399973E+01
    1100          9300     0.0047   6.152E+00   0.7227   0.3000   2.349E-17   4.64237337E+01   6.11435200E+01
    1101       9306.15     2.5148   6.393E+00   0.7848   0.3000   1.984E-17   4.64270070E+01   6.11499816E+01
    1102       9312.55     0.0048   5.954E+00   0.7582   0.3000   2.341E-17   4.64304066E+01   6.11568327E+01
    1103        9318.5     0.0048   5.867E+00   0.7510   0.3000   3.629E-17   4.64335704E+01   6.11632904E+01
    1104       9324.37     0.0047   6.068E+00   0.7614   0.3000   3.292E-17   4.64366862E+01   6.11696735E+01
    1105       9330.43     0.0046   6.113E+00   0.7943   0.3000   2.783E-17   4.64399066E+01   6.11763129E+01
    1106       9336.55     0.0046   6.133E+00   0.8149   0.3000   2.640E-17   4.64431487E+01   6.11830082E+01
    1107       9342.68     0.0046   5.874E+00   0.7758   0.3000   2.349E-17   4.64463992E+01   6.11897457E+01
    1108       9348.55     0.0048   5.927E+00   0.7621   0.3000   2.480E-17   4.64495096E+01   6.11962233E+01
    1109       9354.48     0.0046   6.263E+00   0.8171   0.3000   1.888E-17   4.64526461E+01   6.12027955E+01
    1110       9360.75     0.0044   6.278E+00   0.8227   0.3000   1.837E-17   4.64559579E+01   6.12097335E+01
    1111       9367.02     0.0047   5.956E+00   0.7660   0.3000   2.724E-17   4.64592754E+01   6.12165880E+01
    1112       9372.98     0.0049   5.819E+00   0.7250   0.3000   2.838E-17   4.64624202E+01   6.12229783E+01
    1113        9378.8     0.0055   5.925E+00   0.7310   0.3000   2.449E-17   4.64654900E+01   6.12292027E+01
    1114       9384.72     0.0046   5.993E+00   0.7298   0.3000   3.107E-17   4.64686133E+01   6.12355455E+01
    1115       9390.72     0.0047   6.002E+00   0.7513   0.3000   2.391E-17   4.64717698E+01   6.12418728E+01
    1116       9396.72     0.0047   5.992E+00   0.7460   0.3000   2.223E-17   4.64749281E+01   6.12480918E+01
    1117       9402.71     0.0048   5.821E+00   0.7481   0.3000   2.648E-17   4.64780777E+01   6.12542040E+01
    1118       9408.53     0.0046   5.746E+00   0.7349   0.3000   2.503E-17   4.64811347E+01   6.12600320E+01
    1119       9414.28     0.0046   5.503E+00   0.7282   0.3000   2.130E-17   4.64841493E+01   6.12656961E+01
    1120       9419.78     0.0046   5.175E+00   0.6846   0.3000   2.041E-17   4.64870337E+01   6.12710304E+01
    1121       9424.96     0.0047   5.228E+00   0.7017   0.3000   2.759E-17   4.64897433E+01   6.12760160E+01
    1122       9430.18     0.0046   5.269E+00   0.7231   0.3000   3.089E-17   4.64924780E+01   6.12809845E+01
    1123       9435.45     0.0048   5.000E+00   0.6753   0.3000   2.636E-17   4.64952314E+01   6.12859687E+01
    1124       9440.45     0.0048   5.103E+00   0.6873   0.3000   2.259E-17   4.64978417E+01   6.12906242E+01
    1125       9445.55     0.0047   5.355E+00   0.7374   0.3000   4.097E-17   4.65005031E+01   6.12951783E+01
    1126       9450.91     0.0047   4.984E+00   0.6741   0.3000   2.170E-17   4.65032935E+01   6.12997916E+01
    1127       9455.89     0.0046   5.058E+00   0.6551   0.3000   2.870E-17   4.65058881E+01   6.13039530E+01
    1128       9460.95     0.0045   5.544E+00   0.7377   0.3000   2.148E-17   4.65085183E+01   6.13079571E+01
    1129        9466.5     0.0048   5.471E+00   0.7168   0.3000   2.477E-17   4.65113981E+01   6.13121331E+01
    1130       9471.97     0.0046   5.337E+00   0.6781   0.3000   2.601E-17   4.65142370E+01   6.13161176E+01
    1131        9477.3     0.0046   5.543E+00   0.7224   0.3000   2.533E-17   4.65170031E+01   6.13198643E+01
    1132       9482.85     0.0047   5.589E+00   0.7146   0.3000   2.705E-17   4.65198732E+01   6.13235924E+01
    1133       9488.44     0.0046   5.555E+00   0.7154   0.3000   1.960E-17   4.65227639E+01   6.13271615E+01
    1134       9493.99     0.0045   5.565E+00   0.7197   0.3000   1.973E-17   4.65256340E+01   6.13305263E+01
    1135       9499.55     0.0046   5.319E+00   0.7035   0.3000   2.015E-17   4.65285068E+01   6.13337687E+01
    1136       9504.87     0.0047   5.277E+00   0.6949   0.3000   2.121E-17   4.65312503E+01   6.13367967E+01
    1137       9510.15     0.0047   5.396E+00   0.7121   0.3000   2.838E-17   4.65339693E+01   6.13396657E+01
    1138       9515.55     0.0048   5.639E+00   0.7479   0.3000   2.530E-17   4.65367470E+01   6.13424463E+01
    1139       9521.19     0.0047   5.917E+00   0.7768   0.3000   2.475E-17   4.65396463E+01   6.13451685E+01
    1140        9527.1     0.0046   5.661E+00   0.7357   0.3000   2.200E-17   4.65426849E+01   6.13479294E+01
    1141       9532.77     0.0046   5.672E+00   0.7492   0.3000   1.984E-17   4.65455893E+01   6.13505166E+01
    1142       9538.44     0.0047   5.344E+00   0.7062   0.3000   2.754E-17   4.65484962E+01   6.13530446E+01
    1143       9543.78     0.0048   5.260E+00   0.6869   0.3000   3.552E-17   4.65512325E+01   6.13554325E+01
    1144       9549.04     0.0046   5.401E+00   0.7240   0.3000   2.685E-17   4.65539240E+01   6.13577620E+01
    1145       9554.44     0.0047   5.801E+00   0.8014   0.3000   2.812E-17   4.65566856E+01   6.13600723E+01
    1146       9560.24     0.0048   5.363E+00   0.7684   0.3000   2.361E-17   4.65596496E+01   6.13624903E+01
    1147       9565.61     0.0046   5.232E+00   0.7659   0.3000   2.061E-17   4.65623873E+01   6.13647400E+01
    1148       9570.84     0.0047   4.942E+00   0.7445   0.3000   2.882E-17   4.65650562E+01   6.13670194E+01
    1149       9575.78     0.0046   4.620E+00   0.7177   0.3000   3.091E-17   4.65675755E+01   6.13692619E+01
    1150        9580.4     0.0046   4.556E+00   0.7104   0.3000   2.744E-17   4.65699294E+01   6.13713918E+01
    1151       9584.96     0.0047   4.654E+00   0.7381   0.3000   3.048E-17   4.65722492E+01   6.13734811E+01
    1152       9589.61     0.0047   4.257E+00   0.6936   0.3000   1.784E-17   4.65746178E+01   6.13755665E+01
    1153       9593.87     0.0047   4.145E+00   0.6732   0.3000   3.275E-17   4.65767838E+01   6.13774262E+01
    1154       9598.01     0.0046   1.989E+00   0.3173   0.1401   2.874E-17   4.65788915E+01   6.13792209E+01
    1155          9600     0.0047   4.397E+00   0.7149   0.3000   1.915E-17   4.65799025E+01   6.13800852E+01
    1156        9604.4     2.5534   4.155E+00   0.6885   0.3000   2.823E-17   4.65821371E+01   6.13820318E+01
    1157       9608.55     0.0047   3.989E+00   0.6547   0.3000   1.810E-17   4.65842478E+01   6.13839142E+01
    1158       9612.54     0.0048   4.052E+00   0.6452   0.3000   3.235E-17   4.65862726E+01   6.13857213E+01
    1159       9616.59     0.0048   4.348E+00   0.6941   0.3000   1.640E-17   4.65883288E+01   6.13875341E+01
    1160       9620.94     0.0046   4.166E+00   0.6683   0.3000   2.297E-17   4.65905336E+01   6.13894750E+01
    1161       9625.11     0.0047   3.984E+00   0.6260   0.3000   3.698E-17   4.65926454E+01   6.13913697E+01
    1162       9629.09     0.0047   4.051E+00   0.6124   0.3000   3.549E-17   4.65946636E+01   6.13932251E+01
    1163       9633.14     0.0047   4.346E+00   0.6518   0.3000   3.177E-17   4.65967146E+01   6.13951271E+01
    1164       9637.49     0.0047   4.942E+00   0.7372   0.3000   2.962E-17   4.65989138E+01   6.13972122E+01
    1165       9642.43     0.0046   4.515E+00   0.6499   0.3000   2.356E-17   4.66014133E+01   6.13996644E+01
    1166       9646.94     0.0047   4.445E+00   0.6056   0.3000   2.010E-17   4.66036956E+01   6.14019330E+01
    1167       9651.39     0.0047   4.649E+00   0.6339   0.3000   1.868E-17   4.66059410E+01   6.14041201E+01
    1168       9656.04     0.0047   5.123E+00   0.6806   0.3000   2.594E-17   4.66082882E+01   6.14063469E+01
    1169       9661.16     0.0046   4.948E+00   0.6219   0.3000   3.029E-17   4.66108730E+01   6.14087158E+01
    1170       9666.11     0.0047   4.763E+00   0.5863   0.3000   2.293E-17   4.66133680E+01   6.14110261E+01
    1171       9670.87     0.0047   4.871E+00   0.5866   0.3000   2.831E-17   4.66157683E+01   6.14133305E+01
    1172       9675.74     0.0053   5.211E+00   0.6119   0.3000   1.937E-17   4.66182211E+01   6.14157889E+01
    1173       9680.95     0.0045   5.828E+00   0.6768   0.3000   2.100E-17   4.66208435E+01   6.14184720E+01
    1174       9686.78     0.0046   6.212E+00   0.7101   0.3000   2.387E-17   4.66237745E+01   6.14215194E+01
    1175       9692.99     0.0048   6.593E+00   0.7387   0.3000   2.121E-17   4.66268960E+01   6.14248336E+01
    1176       9699.58     0.0047   6.262E+00   0.6974   0.3000   2.963E-17   4.66302058E+01   6.14285019E+01
    1177       9705.85     0.0046   5.651E+00   0.6238   0.3000   1.965E-17   4.66333470E+01   6.14321295E+01
    1178        9711.5     0.0047   5.239E+00   0.5923   0.3000   2.296E-17   4.66361791E+01   6.14355419E+01
    1179       9716.74     0.0046   4.985E+00   0.5825   0.3000   2.274E-17   4.66388030E+01   6.14387614E+01
    1180       9721.72     0.0051   4.858E+00   0.5769   0.3000   2.615E-17   4.66412982E+01   6.14418648E+01
    1181       9726.58     0.0047   4.846E+00   0.5767   0.3000   2.299E-17   4.66437282E+01   6.14449214E+01
    1182       9731.42     0.0045   4.720E+00   0.5721   0.3000   2.093E-17   4.66461508E+01   6.14480261E+01
    1183       9736.14     0.0048   4.456E+00   0.5512   0.3000   1.752E-17   4.66485088E+01   6.14511358E+01
    1184        9740.6     0.0047   4.290E+00   0.5347   0.3000   2.233E-17   4.66507338E+01   6.14541693E+01
    1185       9744.89     0.0047   4.201E+00   0.5220   0.3000   1.972E-17   4.66528749E+01   6.14572086E+01
    1186       9749.09     0.0047   4.175E+00   0.5128   0.3000   2.259E-17   4.66549702E+01   6.14603151E+01
    1187       9753.27     0.0046   4.208E+00   0.5069   0.3000   2.012E-17   4.66570519E+01   6.14635095E+01
    1188       9757.47     0.0046   4.298E+00   0.5082   0.3000   2.306E-17   4.66591491E+01   6.14667345E+01
    1189       9761.77     0.0044   4.457E+00   0.5358   0.3000   2.164E-17   4.66612898E+01   6.14700455E+01
    1190       9766.23     0.0048   4.700E+00   0.5684   0.3000   2.436E-17   4.66635093E+01   6.14735167E+01
    1191       9770.93     0.0051   5.046E+00   0.6078   0.3000   1.989E-17   4.66658481E+01   6.14772625E+01
    1192       9775.98     0.0048   5.532E+00   0.6559   0.3000   1.864E-17   4.66683577E+01   6.14813891E+01
    1193       9781.51     0.0047   5.745E+00   0.6617   0.3000   2.046E-17   4.66711076E+01   6.14859754E+01
    1194       9787.25     0.0047   5.630E+00   0.6224   0.3000   2.177E-17   4.66739615E+01   6.14907700E+01
    1195       9792.88     0.0046   5.676E+00   0.5977   0.3000   1.936E-17   4.66767566E+01   6.14954470E+01
    1196       9798.56     0.0047   5.837E+00   0.6030   0.3000   1.902E-17   4.66795730E+01   6.15000474E+01
    1197        9804.4     0.0046   5.987E+00   0.6286   0.3000   2.364E-17   4.66824678E+01   6.15045823E+01
    1198       9810.38     0.0045   5.587E+00   0.5769   0.3000   2.209E-17   4.66854355E+01   6.15090722E+01
    1199       9815.97     0.0047   5.368E+00   0.5697   0.3000   1.911E-17   4.66882033E+01   6.15131717E+01
    1200       9821.34     0.0048   5.290E+00   0.5776   0.3000   1.839E-17   4.66908616E+01   6.15171201E+01
    1201       9826.63     0.0046   5.338E+00   0.5835   0.3000   1.948E-17   4.66934800E+01   6.15209617E+01
    1202       9831.97     0.0047   5.525E+00   0.5892   0.3000   1.728E-17   4.66961214E+01   6.15247102E+01
    1203       9837.49     0.0046   5.896E+00   0.6331   0.3000   2.140E-17   4.66988545E+01   6.15284940E+01
    1204       9843.39     0.0047   5.520E+00   0.6093   0.3000   1.762E-17   4.67017701E+01   6.15324842E+01
    1205       9848.91     0.0046   5.254E+00   0.5785   0.3000   1.992E-17   4.67044986E+01   6.15362360E+01
    1206       9854.16     0.0047   5.144E+00   0.5514   0.3000   2.349E-17   4.67070951E+01   6.15398233E+01
    1207        9859.3     0.0045   5.164E+00   0.5371   0.3000   1.496E-17   4.67096362E+01   6.15433255E+01
    1208       9864.47     0.0047   5.311E+00   0.5695   0.3000   2.589E-17   4.67121859E+01   6.15468158E+01
    1209       9869.78     0.0046   5.616E+00   0.6074   0.3000   1.966E-17   4.67148078E+01   6.15504091E+01
    1210        9875.4     0.0048   5.752E+00   0.6131   0.3000   2.081E-17   4.67175793E+01   6.15541617E+01
    1211       9881.15     0.0047   5.409E+00   0.5600   0.3000   2.308E-17   4.67204168E+01   6.15579693E+01
    1212       9886.56     0.0047   5.256E+00   0.5313   0.3000   2.330E-17   4.67230840E+01   6.15615249E+01
    1213       9891.81     0.0045   5.242E+00   0.5336   0.3000   2.260E-17   4.67256748E+01   6.15649960E+01
    1214       9897.06     0.0047   2.944E+00   0.3009   0.1650   1.481E-17   4.67282581E+01   6.15684840E+01
    1215          9900     0.0048   5.471E+00   0.5599   0.3000   1.729E-17   4.67297087E+01   6.15704387E+01
    1216       9905.47     2.5001   5.617E+00   0.5673   0.3000   2.027E-17   4.67324038E+01   6.15740188E+01
    1217       9911.09     0.0049   5.713E+00   0.5591   0.3000   2.141E-17   4.67351704E+01   6.15776175E+01
    1218        9916.8     0.0046   6.123E+00   0.6004   0.3000   1.864E-17   4.67379836E+01   6.15812378E+01
    1219       9922.92     0.0046   5.997E+00   0.5940   0.3000   2.343E-17   4.67409982E+01   6.15851498E+01
    1220       9928.92     0.0047   5.862E+00   0.6042   0.3000   2.295E-17   4.67439500E+01   6.15889255E+01
    1221       9934.78     0.0045   5.935E+00   0.6218   0.3000   2.541E-17   4.67468350E+01   6.15924974E+01
    1222       9940.72     0.0046   6.342E+00   0.6689   0.3000   2.384E-17   4.67497550E+01   6.15960122E+01
    1223       9947.06     0.0047   6.470E+00   0.7117   0.3000   2.230E-17   4.67528756E+01   6.15997829E+01
    1224       9953.53     0.0047   6.107E+00   0.6766   0.3000   1.756E-17   4.67560586E+01   6.16036817E+01
    1225       9959.64     0.0045   6.130E+00   0.6842   0.3000   1.676E-17   4.67590629E+01   6.16073751E+01
    1226       9965.77     0.0047   6.490E+00   0.7495   0.3000   2.517E-17   4.67620780E+01   6.16110157E+01
    1227       9972.26     0.0047   6.369E+00   0.7339   0.3000   3.505E-17   4.67652693E+01   6.16148281E+01
    1228       9978.63     0.0047   6.046E+00   0.6974   0.3000   2.239E-17   4.67684012E+01   6.16186052E+01
    1229       9984.67     0.0045   5.996E+00   0.7118   0.3000   2.008E-17   4.67713744E+01   6.16222272E+01
    1230       9990.67     0.0046   6.066E+00   0.7147   0.3000   2.284E-17   4.67743228E+01   6.16258052E+01
    1231       9996.73     0.0046   6.003E+00   0.6934   0.3000   2.158E-17   4.67773052E+01   6.16294522E+01
    1232       10002.7     0.0047   5.461E+00   0.6503   0.3000   1.937E-17   4.67802564E+01   6.16330704E+01
    1233       10008.2     0.0046   5.325E+00   0.6309   0.3000   1.787E-17   4.67829414E+01   6.16363836E+01
    1234       10013.5     0.0044   5.515E+00   0.6337   0.3000   2.019E-17   4.67855592E+01   6.16396888E+01
    1235         10019     0.0046   5.260E+00   0.6018   0.3000   2.142E-17   4.67882703E+01   6.16431919E+01
    1236       10024.3     0.0047   4.936E+00   0.5701   0.3000   1.889E-17   4.67908560E+01   6.16465983E+01
    1237       10029.2     0.0046   4.882E+00   0.5551   0.3000   2.264E-17   4.67932820E+01   6.16498536E+01
    1238       10034.1     0.0047   5.061E+00   0.5557   0.3000   2.611E-17   4.67956812E+01   6.16530992E+01
    1239       10039.2     0.0047   5.529E+00   0.5931   0.3000   2.156E-17   4.67981684E+01   6.16564825E+01
    1240       10044.7     0.0046   5.126E+00   0.5522   0.3000   1.836E-17   4.68008848E+01   6.16601659E+01
    1241       10049.8     0.0046   4.969E+00   0.5245   0.3000   2.048E-17   4.68034028E+01   6.16635765E+01
    1242       10054.8     0.0047   5.068E+00   0.5251   0.3000   1.786E-17   4.68058432E+01   6.16668833E+01
    1243       10059.9     0.0047   5.431E+00   0.5748   0.3000   2.055E-17   4.68083323E+01   6.16702871E+01
    1244       10065.3     0.0048   5.810E+00   0.6141   0.3000   1.937E-17   4.68109991E+01   6.16739717E+01
    1245       10071.1     0.0046   5.346E+00   0.5511   0.3000   2.025E-17   4.68138515E+01   6.16778866E+01
    1246       10076.5     0.0047   5.287E+00   0.5315   0.3000   2.446E-17   4.68164754E+01   6.16814789E+01
    1247       10081.7     0.0046   5.516E+00   0.5625   0.3000   1.875E-17   4.68190697E+01   6.16850138E+01
    1248       10087.3     0.0083   6.058E+00   0.6252   0.3000   1.733E-17   4.68217755E+01   6.16887018E+01
    1249       10093.3     0.0059   6.577E+00   0.7000   0.3000   1.919E-17   4.68247465E+01   6.16927980E+01
    1250       10099.9     0.0046   5.952E+00   0.6524   0.3000   1.756E-17   4.68279709E+01   6.16973148E+01
    1251       10105.8     0.0047   5.710E+00   0.6255   0.3000   2.107E-17   4.68308880E+01   6.17014522E+01
    1252       10111.6     0.0046   5.745E+00   0.6513   0.3000   2.213E-17   4.68336855E+01   6.17054635E+01
    1253       10117.3     0.0048   6.035E+00   0.7019   0.3000   1.793E-17   4.68364995E+01   6.17095886E+01
