    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1911       13380.3     0.0045   5.710E+00   0.7443   0.3000   2.352E-17   4.81624295E+01   6.45147546E+01
    1912         13386     0.0048   5.410E+00   0.6985   0.3000   2.571E-17   4.81641910E+01   6.45251581E+01
    1913       13391.4     0.0046   5.760E+00   0.7411   0.3000   2.420E-17   4.81658570E+01   6.45350321E+01
    1914       13397.1     0.0047   5.320E+00   0.6967   0.3000   2.387E-17   4.81676280E+01   6.45455770E+01
    1915       13402.5     0.0046   5.231E+00   0.6693   0.3000   2.350E-17   4.81692614E+01   6.45553318E+01
    1916       13407.7     0.0046   5.716E+00   0.7539   0.3000   3.210E-17   4.81708649E+01   6.45648557E+01
    1917       13413.4     0.0046   5.186E+00   0.6849   0.3000   2.689E-17   4.81726149E+01   6.45752345E+01
    1918       13418.6     0.0047   5.174E+00   0.6716   0.3000   4.216E-17   4.81742009E+01   6.45846597E+01
    1919       13423.8     0.0046   5.732E+00   0.7678   0.3000   2.635E-17   4.81757810E+01   6.45940000E+01
    1920       13429.5     0.0046   5.063E+00   0.6717   0.3000   2.402E-17   4.81775299E+01   6.46042939E+01
    1921       13434.6     0.0047   5.053E+00   0.6611   0.3000   2.022E-17   4.81790728E+01   6.46133385E+01
    1922       13439.6     0.0047   5.578E+00   0.7469   0.3000   2.615E-17   4.81806111E+01   6.46223052E+01
    1923       13445.2     0.0047   5.303E+00   0.7002   0.3000   2.479E-17   4.81823073E+01   6.46321744E+01
    1924       13450.5     0.0047   5.148E+00   0.6766   0.3000   2.804E-17   4.81839178E+01   6.46415285E+01
    1925       13455.6     0.0046   5.497E+00   0.7347   0.3000   2.049E-17   4.81854795E+01   6.46505263E+01
    1926       13461.1     0.0047   5.089E+00   0.6680   0.3000   1.796E-17   4.81871456E+01   6.46600843E+01
    1927       13466.2     0.0046   5.009E+00   0.6459   0.3000   2.000E-17   4.81886868E+01   6.46689266E+01
    1928       13471.2     0.0047   5.095E+00   0.6675   0.3000   2.352E-17   4.81902025E+01   6.46776414E+01
    1929       13476.3     0.0046   4.989E+00   0.6562   0.3000   2.773E-17   4.81917429E+01   6.46865014E+01
    1930       13481.3     0.0047   4.884E+00   0.6393   0.3000   2.242E-17   4.81932502E+01   6.46951644E+01
    1931       13486.2     0.0047   4.807E+00   0.6274   0.3000   2.604E-17   4.81947246E+01   6.47036474E+01
    1932         13491     0.0046   4.774E+00   0.6370   0.3000   4.847E-17   4.81961746E+01   6.47118768E+01
    1933       13495.8     0.0053   4.208E+00   0.5661   0.2733   2.694E-17   4.81976139E+01   6.47198881E+01
    1934         13500     0.0045   4.768E+00   0.6455   0.3000   2.847E-17   4.81988817E+01   6.47268467E+01
    1935       13504.8     2.5635   4.573E+00   0.6179   0.3000   3.303E-17   4.82003172E+01   6.47346242E+01
    1936       13509.3     0.0044   4.285E+00   0.5821   0.3000   2.275E-17   4.82016932E+01   6.47419981E+01
    1937       13513.6     0.0048   4.285E+00   0.5823   0.3000   2.705E-17   4.82029818E+01   6.47488520E+01
    1938       13517.9     0.0047   4.535E+00   0.6216   0.3000   3.757E-17   4.82042697E+01   6.47556836E+01
    1939       13522.4     0.0048   4.269E+00   0.5908   0.3000   2.986E-17   4.82056325E+01   6.47628090E+01
    1940       13526.7     0.0047   4.040E+00   0.5557   0.3000   2.522E-17   4.82069145E+01   6.47694269E+01
    1941       13530.8     0.0047   4.038E+00   0.5472   0.3000   2.869E-17   4.82081274E+01   6.47755590E+01
    1942       13534.8     0.0047   4.232E+00   0.5798   0.3000   3.186E-17   4.82093397E+01   6.47816002E+01
    1943         13539     0.0047   4.413E+00   0.6183   0.3000   2.370E-17   4.82106096E+01   6.47878121E+01
    1944       13543.4     0.0048   4.063E+00   0.5674   0.3000   2.447E-17   4.82119336E+01   6.47941641E+01
    1945       13547.5     0.0046   3.969E+00   0.5583   0.3000   3.547E-17   4.82131526E+01   6.47999393E+01
    1946       13551.5     0.0047   4.047E+00   0.5623   0.3000   2.781E-17   4.82143432E+01   6.48054973E+01
    1947       13555.5     0.0047   4.295E+00   0.6149   0.3000   2.555E-17   4.82155569E+01   6.48110184E+01
    1948       13559.8     0.0046   4.153E+00   0.6064   0.3000   2.768E-17   4.82168444E+01   6.48167997E+01
    1949         13564     0.0045   3.938E+00   0.5721   0.3000   3.412E-17   4.82180890E+01   6.48223490E+01
    1950       13567.9     0.0046   3.888E+00   0.5615   0.3000   3.200E-17   4.82192685E+01   6.48275723E+01
    1951       13571.8     0.0047   3.962E+00   0.5899   0.3000   3.396E-17   4.82204326E+01   6.48326755E+01
    1952       13575.8     0.0047   4.154E+00   0.6234   0.3000   3.583E-17   4.82216181E+01   6.48377422E+01
    1953       13579.9     0.0046   4.407E+00   0.6512   0.3000   2.670E-17   4.82228606E+01   6.48429113E+01
    1954       13584.3     0.0048   4.299E+00   0.6465   0.3000   3.174E-17   4.82241784E+01   6.48482984E+01
    1955       13588.6     0.0045   4.124E+00   0.6312   0.3000   2.532E-17   4.82254633E+01   6.48535170E+01
    1956       13592.7     0.0047   4.099E+00   0.6215   0.3000   3.120E-17   4.82266956E+01   6.48584365E+01
    1957       13596.8     0.0046   4.173E+00   0.6264   0.3000   2.263E-17   4.82279199E+01   6.48632231E+01
    1958         13601     0.0047   4.338E+00   0.6698   0.3000   3.660E-17   4.82291658E+01   6.48679981E+01
    1959       13605.3     0.0047   4.527E+00   0.6994   0.3000   2.044E-17   4.82304603E+01   6.48728151E+01
    1960       13609.9     0.0047   4.595E+00   0.6902   0.3000   3.151E-17   4.82318108E+01   6.48776744E+01
    1961       13614.5     0.0045   4.659E+00   0.7134   0.3000   4.300E-17   4.82331806E+01   6.48824577E+01
    1962       13619.1     0.0048   4.713E+00   0.7244   0.3000   2.436E-17   4.82345686E+01   6.48871143E+01
    1963       13623.8     0.0045   4.755E+00   0.7104   0.3000   2.538E-17   4.82359719E+01   6.48916634E+01
    1964       13628.6     0.0046   4.740E+00   0.7202   0.3000   2.913E-17   4.82373869E+01   6.48961239E+01
    1965       13633.3     0.0046   4.437E+00   0.6760   0.3000   1.888E-17   4.82387968E+01   6.49004682E+01
    1966       13637.8     0.0047   4.383E+00   0.6503   0.3000   2.189E-17   4.82401155E+01   6.49044491E+01
    1967       13642.2     0.0047   4.542E+00   0.6681   0.3000   2.465E-17   4.82414175E+01   6.49082982E+01
    1968       13646.7     0.0046   4.690E+00   0.6972   0.3000   2.305E-17   4.82427658E+01   6.49123133E+01
    1969       13651.4     0.0046   4.268E+00   0.6214   0.3000   3.303E-17   4.82441569E+01   6.49164513E+01
    1970       13655.7     0.0047   4.100E+00   0.6037   0.3000   3.237E-17   4.82454222E+01   6.49201590E+01
    1971       13659.8     0.0046   4.097E+00   0.6044   0.3000   2.024E-17   4.82466369E+01   6.49236576E+01
    1972       13663.9     0.0047   4.228E+00   0.6128   0.3000   3.595E-17   4.82478499E+01   6.49271306E+01
    1973       13668.1     0.0045   4.471E+00   0.6585   0.3000   3.199E-17   4.82491009E+01   6.49306890E+01
    1974       13672.6     0.0046   4.432E+00   0.6624   0.3000   3.011E-17   4.82504228E+01   6.49344459E+01
    1975         13677     0.0046   4.404E+00   0.6510   0.3000   2.399E-17   4.82517322E+01   6.49382355E+01
    1976       13681.4     0.0047   4.397E+00   0.6362   0.3000   3.333E-17   4.82530325E+01   6.49421061E+01
    1977       13685.8     0.0046   4.405E+00   0.6550   0.3000   2.772E-17   4.82543299E+01   6.49461316E+01
    1978       13690.2     0.0047   4.460E+00   0.6635   0.3000   2.554E-17   4.82556288E+01   6.49501556E+01
    1979       13694.7     0.0047   4.538E+00   0.6597   0.3000   2.816E-17   4.82569433E+01   6.49542431E+01
    1980       13699.2     0.0047   4.653E+00   0.6643   0.3000   2.609E-17   4.82582800E+01   6.49583840E+01
    1981       13703.8     0.0047   4.816E+00   0.6985   0.3000   3.021E-17   4.82596501E+01   6.49626818E+01
    1982       13708.7     0.0047   4.862E+00   0.6969   0.3000   2.337E-17   4.82610673E+01   6.49671849E+01
    1983       13713.5     0.0047   4.912E+00   0.6799   0.3000   2.253E-17   4.82624974E+01   6.49719370E+01
    1984       13718.4     0.0047   4.901E+00   0.6522   0.3000   2.486E-17   4.82639417E+01   6.49770739E+01
    1985       13723.3     0.0045   4.891E+00   0.6533   0.3000   2.615E-17   4.82653820E+01   6.49825540E+01
    1986       13728.2     0.0046   4.928E+00   0.6455   0.3000   2.558E-17   4.82668193E+01   6.49881956E+01
    1987       13733.1     0.0046   4.957E+00   0.6553   0.3000   2.826E-17   4.82682667E+01   6.49939440E+01
    1988       13738.1     0.0046   4.990E+00   0.6668   0.3000   2.741E-17   4.82697226E+01   6.49998563E+01
    1989       13743.1     0.0046   4.862E+00   0.6409   0.3000   2.396E-17   4.82711878E+01   6.50059590E+01
    1990         13748     0.0048   4.852E+00   0.6283   0.3000   3.735E-17   4.82726151E+01   6.50120642E+01
    1991       13752.8     0.0046   4.934E+00   0.6581   0.3000   2.169E-17   4.82740392E+01   6.50183408E+01
    1992       13757.7     0.0047   4.890E+00   0.6559   0.3000   2.067E-17   4.82754868E+01   6.50248684E+01
    1993       13762.6     0.0046   4.957E+00   0.6535   0.3000   1.935E-17   4.82769210E+01   6.50315073E+01
    1994       13767.6     0.0047   4.968E+00   0.6306   0.3000   3.005E-17   4.82783744E+01   6.50384322E+01
    1995       13772.6     0.0047   4.879E+00   0.6323   0.3000   2.069E-17   4.82798306E+01   6.50455658E+01
    1996       13777.4     0.0047   4.842E+00   0.6332   0.3000   2.882E-17   4.82812598E+01   6.50528110E+01
    1997       13782.3     0.0046   4.846E+00   0.6244   0.3000   2.730E-17   4.82826774E+01   6.50602169E+01
    1998       13787.1     0.0047   4.773E+00   0.6379   0.3000   2.275E-17   4.82840952E+01   6.50678844E+01
    1999       13791.9     0.0046   4.756E+00   0.6453   0.3000   3.024E-17   4.82854908E+01   6.50756519E+01
    2000       13796.7     0.0047   3.344E+00   0.4497   0.2093   2.882E-17   4.82868803E+01   6.50835501E+01
    2001         13800     0.0046   4.850E+00   0.6558   0.3000   2.031E-17   4.82878567E+01   6.50892052E+01
    2002       13804.9     2.4831   4.970E+00   0.6889   0.3000   2.629E-17   4.82892716E+01   6.50974633E+01
    2003       13809.8     0.0048   4.994E+00   0.6915   0.3000   2.069E-17   4.82907195E+01   6.51058997E+01
    2004       13814.8     0.0047   5.134E+00   0.7039   0.3000   2.591E-17   4.82921727E+01   6.51143332E+01
    2005       13819.9     0.0047   5.114E+00   0.7194   0.3000   2.471E-17   4.82936647E+01   6.51228172E+01
    2006       13825.1     0.0046   4.893E+00   0.6859   0.3000   2.095E-17   4.82951490E+01   6.51310362E+01
    2007         13830     0.0048   4.653E+00   0.6429   0.3000   2.163E-17   4.82965676E+01   6.51387059E+01
    2008       13834.6     0.0048   4.501E+00   0.6384   0.3000   2.139E-17   4.82979150E+01   6.51457602E+01
    2009       13839.1     0.0050   4.415E+00   0.6273   0.3000   2.586E-17   4.82992167E+01   6.51523120E+01
    2010       13843.5     0.0048   4.381E+00   0.6125   0.3000   2.295E-17   4.83004917E+01   6.51585097E+01
    2011       13847.9     0.0047   4.392E+00   0.5964   0.3000   2.689E-17   4.83017554E+01   6.51644163E+01
    2012       13852.3     0.0048   4.443E+00   0.6092   0.3000   2.696E-17   4.83030204E+01   6.51701327E+01
    2013       13856.7     0.0048   4.534E+00   0.6189   0.3000   3.028E-17   4.83042985E+01   6.51757230E+01
    2014       13861.3     0.0050   4.666E+00   0.6243   0.3000   2.214E-17   4.83056012E+01   6.51812170E+01
    2015       13865.9     0.0046   4.846E+00   0.6284   0.3000   2.490E-17   4.83069398E+01   6.51866920E+01
    2016       13870.8     0.0048   5.080E+00   0.6351   0.3000   2.246E-17   4.83083280E+01   6.51920808E+01
    2017       13875.9     0.0047   5.134E+00   0.6301   0.3000   2.560E-17   4.83097811E+01   6.51973546E+01
    2018         13881     0.0053   5.201E+00   0.6446   0.3000   2.685E-17   4.83112475E+01   6.52023841E+01
    2019       13886.2     0.0047   5.154E+00   0.6296   0.3000   2.624E-17   4.83127306E+01   6.52072206E+01
    2020       13891.4     0.0046   5.242E+00   0.6493   0.3000   2.562E-17   4.83141979E+01   6.52117797E+01
    2021       13896.6     0.0047   5.409E+00   0.6753   0.3000   2.716E-17   4.83156881E+01   6.52161890E+01
    2022         13902     0.0047   5.519E+00   0.6776   0.3000   2.868E-17   4.83172234E+01   6.52205679E+01
    2023       13907.5     0.0044   5.454E+00   0.6820   0.3000   2.870E-17   4.83187872E+01   6.52247926E+01
    2024         13913     0.0046   5.279E+00   0.6532   0.3000   3.123E-17   4.83203298E+01   6.52286509E+01
    2025       13918.3     0.0044   5.450E+00   0.6860   0.3000   2.294E-17   4.83218200E+01   6.52320133E+01
    2026       13923.7     0.0046   5.517E+00   0.7084   0.3000   2.540E-17   4.83233552E+01   6.52351216E+01
    2027       13929.2     0.0044   5.294E+00   0.6801   0.3000   2.558E-17   4.83249065E+01   6.52379530E+01
    2028       13934.5     0.0046   5.287E+00   0.6699   0.3000   3.442E-17   4.83263924E+01   6.52405336E+01
    2029       13939.8     0.0044   5.650E+00   0.7437   0.3000   2.248E-17   4.83278737E+01   6.52428516E+01
    2030       13945.5     0.0084   5.160E+00   0.6843   0.3000   3.506E-17   4.83294536E+01   6.52451176E+01
    2031       13950.6     0.0048   5.060E+00   0.6615   0.3000   2.575E-17   4.83308932E+01   6.52470744E+01
    2032       13955.7     0.0046   5.466E+00   0.7326   0.3000   3.997E-17   4.83323024E+01   6.52489445E+01
    2033       13961.1     0.0044   5.294E+00   0.7270   0.3000   3.551E-17   4.83338218E+01   6.52509857E+01
    2034       13966.4     0.0045   5.120E+00   0.7054   0.3000   3.029E-17   4.83352907E+01   6.52530507E+01
    2035       13971.6     0.0045   5.338E+00   0.7533   0.3000   2.148E-17   4.83367084E+01   6.52550612E+01
    2036       13976.9     0.0046   5.526E+00   0.7989   0.3000   3.292E-17   4.83381836E+01   6.52571746E+01
    2037       13982.4     0.0044   5.043E+00   0.7336   0.3000   2.942E-17   4.83397077E+01   6.52594500E+01
    2038       13987.5     0.0045   5.072E+00   0.7398   0.3000   3.228E-17   4.83410959E+01   6.52616968E+01
    2039       13992.5     0.0045   5.387E+00   0.8014   0.3000   3.935E-17   4.83424895E+01   6.52640801E+01
    2040       13997.9     0.0044   4.887E+00   0.7328   0.3000   3.197E-17   4.83439668E+01   6.52667017E+01
    2041       14002.8     0.0045   4.858E+00   0.7214   0.3000   2.634E-17   4.83453043E+01   6.52692306E+01
    2042       14007.7     0.0045   4.983E+00   0.7555   0.3000   2.574E-17   4.83466315E+01   6.52719439E+01
    2043       14012.6     0.0045   4.905E+00   0.7513   0.3000   3.108E-17   4.83479903E+01   6.52748684E+01
    2044       14017.6     0.0044   4.728E+00   0.7141   0.3000   3.432E-17   4.83493253E+01   6.52778944E+01
    2045       14022.3     0.0046   5.013E+00   0.7458   0.3000   2.784E-17   4.83506096E+01   6.52809526E+01
    2046       14027.3     0.0044   4.564E+00   0.6897   0.3000   3.112E-17   4.83519691E+01   6.52843683E+01
    2047       14031.9     0.0045   4.488E+00   0.6717   0.3000   2.882E-17   4.83532046E+01   6.52876191E+01
    2048       14036.3     0.0044   4.786E+00   0.7256   0.3000   2.244E-17   4.83544179E+01   6.52909676E+01
    2049       14041.1     0.0046   4.557E+00   0.6967   0.3000   3.163E-17   4.83557094E+01   6.52947104E+01
    2050       14045.7     0.0045   4.413E+00   0.6627   0.3000   2.329E-17   4.83569372E+01   6.52984095E+01
    2051       14050.1     0.0044   4.639E+00   0.7050   0.3000   2.753E-17   4.83581242E+01   6.53021372E+01
    2052       14054.7     0.0046   4.442E+00   0.6821   0.3000   2.500E-17   4.83593698E+01   6.53061972E+01
    2053       14059.2     0.0044   4.208E+00   0.6365   0.3000   3.978E-17   4.83605607E+01   6.53102435E+01
    2054       14063.4     0.0046   4.282E+00   0.6453   0.3000   2.688E-17   4.83616872E+01   6.53142094E+01
    2055       14067.7     0.0044   4.664E+00   0.7166   0.3000   2.363E-17   4.83628319E+01   6.53184102E+01
    2056       14072.3     0.0046   4.302E+00   0.6578   0.3000   3.252E-17   4.83640769E+01   6.53231041E+01
    2057       14076.6     0.0045   4.163E+00   0.6204   0.3000   3.000E-17   4.83652236E+01   6.53274928E+01
    2058       14080.8     0.0045   4.274E+00   0.6404   0.3000   2.311E-17   4.83663314E+01   6.53317631E+01
    2059       14085.1     0.0044   4.649E+00   0.7036   0.3000   2.718E-17   4.83674675E+01   6.53362004E+01
    2060       14089.7     0.0045   4.482E+00   0.6699   0.3000   2.635E-17   4.83687012E+01   6.53411438E+01
    2061       14094.2     0.0046   4.310E+00   0.6242   0.3000   3.301E-17   4.83698887E+01   6.53460074E+01
    2062       14098.5     0.0044   1.485E+00   0.2175   0.1018   3.540E-17   4.83710288E+01   6.53507060E+01
    2063         14100     0.0046   4.448E+00   0.6538   0.3000   3.657E-17   4.83714212E+01   6.53523279E+01
    2064       14104.4     2.4686   4.553E+00   0.6667   0.3000   2.270E-17   4.83725954E+01   6.53572063E+01
    2065         14109     0.0048   4.458E+00   0.6389   0.3000   3.431E-17   4.83737954E+01   6.53623142E+01
    2066       14113.5     0.0046   4.267E+00   0.5897   0.3000   3.129E-17   4.83749685E+01   6.53673961E+01
    2067       14117.7     0.0048   4.236E+00   0.5860   0.3000   2.457E-17   4.83760893E+01   6.53723150E+01
    2068         14122     0.0047   4.323E+00   0.5964   0.3000   2.489E-17   4.83772004E+01   6.53772557E+01
    2069       14126.3     0.0049   4.513E+00   0.6114   0.3000   2.712E-17   4.83783328E+01   6.53823905E+01
    2070       14130.8     0.0047   4.755E+00   0.6325   0.3000   3.070E-17   4.83795135E+01   6.53878601E+01
    2071       14135.6     0.0047   4.629E+00   0.6298   0.3000   2.384E-17   4.83807552E+01   6.53937853E+01
    2072       14140.2     0.0046   4.565E+00   0.6366   0.3000   2.469E-17   4.83819624E+01   6.53996560E+01
    2073       14144.7     0.0047   4.522E+00   0.6255   0.3000   2.875E-17   4.83831514E+01   6.54055155E+01
    2074       14149.3     0.0046   4.479E+00   0.6132   0.3000   2.775E-17   4.83843277E+01   6.54114191E+01
    2075       14153.7     0.0047   4.302E+00   0.6095   0.3000   3.224E-17   4.83854915E+01   6.54173820E+01
    2076         14158     0.0046   4.161E+00   0.5911   0.3000   3.460E-17   4.83866082E+01   6.54232274E+01
    2077       14162.2     0.0047   4.215E+00   0.5852   0.3000   3.036E-17   4.83876872E+01   6.54289900E+01
    2078       14166.4     0.0048   4.245E+00   0.5968   0.3000   2.073E-17   4.83887792E+01   6.54349127E+01
    2079       14170.7     0.0047   3.955E+00   0.5693   0.3000   2.192E-17   4.83898777E+01   6.54409710E+01
    2080       14174.6     0.0047   3.851E+00   0.5528   0.3000   3.434E-17   4.83909002E+01   6.54467134E+01
    2081       14178.5     0.0046   3.891E+00   0.5456   0.3000   2.965E-17   4.83918951E+01   6.54524062E+01
    2082       14182.4     0.0046   4.079E+00   0.5751   0.3000   3.214E-17   4.83928995E+01   6.54582462E+01
    2083       14186.4     0.0047   4.008E+00   0.5814   0.3000   2.722E-17   4.83939517E+01   6.54644282E+01
    2084       14190.5     0.0048   3.844E+00   0.5598   0.3000   2.266E-17   4.83949846E+01   6.54705885E+01
    2085       14194.3     0.0046   3.830E+00   0.5482   0.3000   2.404E-17   4.83959745E+01   6.54765945E+01
    2086       14198.1     0.0047   3.950E+00   0.5459   0.3000   2.441E-17   4.83969598E+01   6.54826617E+01
    2087       14202.1     0.0048   4.225E+00   0.6049   0.3000   2.052E-17   4.83979751E+01   6.54890257E+01
    2088       14206.3     0.0046   4.152E+00   0.6045   0.3000   2.341E-17   4.83990602E+01   6.54959280E+01
    2089       14210.5     0.0046   4.033E+00   0.5826   0.3000   2.955E-17   4.84001254E+01   6.55027648E+01
    2090       14214.5     0.0046   4.091E+00   0.5740   0.3000   3.028E-17   4.84011592E+01   6.55094238E+01
    2091       14218.6     0.0046   4.326E+00   0.6026   0.3000   2.700E-17   4.84022069E+01   6.55161117E+01
    2092       14222.9     0.0047   4.440E+00   0.6350   0.3000   3.050E-17   4.84033139E+01   6.55231219E+01
    2093       14227.3     0.0047   4.169E+00   0.5965   0.3000   2.921E-17   4.84044487E+01   6.55302456E+01
    2094       14231.5     0.0047   4.136E+00   0.5791   0.3000   2.720E-17   4.84055132E+01   6.55368358E+01
    2095       14235.7     0.0055   4.286E+00   0.6044   0.3000   1.926E-17   4.84065684E+01   6.55432468E+01
    2096       14239.9     0.0047   4.633E+00   0.6476   0.3000   3.116E-17   4.84076606E+01   6.55497528E+01
    2097       14244.6     0.0046   4.623E+00   0.6520   0.3000   2.507E-17   4.84088401E+01   6.55566194E+01
    2098       14249.2     0.0046   4.292E+00   0.6147   0.3000   2.222E-17   4.84100155E+01   6.55632279E+01
    2099       14253.5     0.0046   4.225E+00   0.5980   0.3000   3.008E-17   4.84111057E+01   6.55691113E+01
    2100       14257.7     0.0044   4.326E+00   0.6210   0.3000   2.652E-17   4.84121781E+01   6.55746151E+01
    2101         14262     0.0046   4.515E+00   0.6521   0.3000   2.195E-17   4.84132753E+01   6.55798939E+01
    2102       14266.6     0.0045   4.298E+00   0.6124   0.3000   1.930E-17   4.84144192E+01   6.55849955E+01
    2103       14270.8     0.0045   4.347E+00   0.6424   0.3000   2.660E-17   4.84155071E+01   6.55894722E+01
    2104       14275.2     0.0045   4.187E+00   0.6250   0.3000   2.107E-17   4.84166063E+01   6.55935494E+01
    2105       14279.4     0.0047   3.955E+00   0.5827   0.3000   2.458E-17   4.84176643E+01   6.55970846E+01
    2106       14283.3     0.0045   3.900E+00   0.5578   0.3000   2.718E-17   4.84186632E+01   6.56001257E+01
    2107       14287.2     0.0045   4.002E+00   0.5804   0.3000   2.379E-17   4.84196475E+01   6.56028845E+01
    2108       14291.2     0.0046   4.220E+00   0.6191   0.3000   3.146E-17   4.84206572E+01   6.56054808E+01
    2109       14295.5     0.0044   4.002E+00   0.5872   0.3000   3.355E-17   4.84217212E+01   6.56080093E+01
    2110       14299.5     0.0045   3.945E+00   0.5684   0.3000   2.566E-17   4.84227296E+01   6.56102598E+01
    2111       14303.4     0.0044   4.033E+00   0.5769   0.3000   2.730E-17   4.84237226E+01   6.56123221E+01
    2112       14307.4     0.0045   4.229E+00   0.6237   0.3000   2.362E-17   4.84247369E+01   6.56142689E+01
    2113       14311.7     0.0045   4.098E+00   0.6104   0.3000   3.179E-17   4.84257997E+01   6.56160890E+01
    2114       14315.8     0.0044   3.937E+00   0.5812   0.3000   3.762E-17   4.84268288E+01   6.56176358E+01
    2115       14319.7     0.0046   3.818E+00   0.5504   0.3000   2.098E-17   4.84278169E+01   6.56188928E+01
    2116       14323.5     0.0044   3.733E+00   0.5330   0.3000   2.241E-17   4.84287745E+01   6.56199042E+01
    2117       14327.3     0.0045   3.680E+00   0.5328   0.3000   1.775E-17   4.84297101E+01   6.56207404E+01
    2118       14330.9     0.0044   3.652E+00   0.5283   0.3000   2.071E-17   4.84306313E+01   6.56214347E+01
    2119       14334.6     0.0044   3.648E+00   0.5206   0.3000   2.086E-17   4.84315449E+01   6.56220186E+01
    2120       14338.2     0.0044   3.665E+00   0.5111   0.3000   3.133E-17   4.84324564E+01   6.56224575E+01
    2121       14341.9     0.0045   3.701E+00   0.5010   0.3000   3.677E-17   4.84333713E+01   6.56227901E+01
    2122       14345.6     0.0046   3.755E+00   0.4917   0.3000   2.036E-17   4.84342940E+01   6.56230811E+01
    2123       14349.4     0.0045   3.823E+00   0.4858   0.3000   2.080E-17   4.84352291E+01   6.56233507E+01
    2124       14353.2     0.0045   3.907E+00   0.4863   0.3000   3.347E-17   4.84361800E+01   6.56236549E+01
    2125       14357.1     0.0044   4.002E+00   0.4851   0.3000   2.855E-17   4.84371503E+01   6.56239733E+01
    2126       14361.1     0.0047   4.107E+00   0.4888   0.3000   2.119E-17   4.84381428E+01   6.56242591E+01
    2127       14365.2     0.0044   4.218E+00   0.5057   0.3000   2.825E-17   4.84391600E+01   6.56244909E+01
    2128       14369.4     0.0046   4.333E+00   0.5199   0.3000   3.156E-17   4.84402033E+01   6.56246887E+01
    2129       14373.7     0.0044   4.447E+00   0.5277   0.3000   2.557E-17   4.84412735E+01   6.56248997E+01
    2130       14378.2     0.0045   4.559E+00   0.5559   0.3000   1.927E-17   4.84423701E+01   6.56250781E+01
    2131       14382.8     0.0046   4.663E+00   0.5829   0.3000   2.465E-17   4.84434928E+01   6.56252897E+01
    2132       14387.4     0.0044   4.757E+00   0.6135   0.3000   2.380E-17   4.84446397E+01   6.56255171E+01
    2133       14392.2     0.0046   4.832E+00   0.6390   0.3000   2.731E-17   4.84458074E+01   6.56256786E+01
    2134         14397     0.0044   2.996E+00   0.3984   0.1839   2.585E-17   4.84469918E+01   6.56258339E+01
    2135         14400     1.2270   4.907E+00   0.6489   0.3000   2.968E-17   4.84477249E+01   6.56259524E+01
    2136       14404.9     1.2464   4.848E+00   0.6482   0.3000   2.215E-17   4.84489240E+01   6.56261883E+01
    2137       14409.8     0.0049   4.856E+00   0.6745   0.3000   2.160E-17   4.84501065E+01   6.56264694E+01
    2138       14414.6     0.0047   4.860E+00   0.6875   0.3000   2.154E-17   4.84512886E+01   6.56267394E+01
    2139       14419.5     0.0049   4.820E+00   0.6815   0.3000   2.276E-17   4.84524693E+01   6.56270301E+01
    2140       14424.3     0.0047   4.799E+00   0.6670   0.3000   2.616E-17   4.84536380E+01   6.56273928E+01
    2141       14429.1     0.0048   4.816E+00   0.6484   0.3000   2.099E-17   4.84547993E+01   6.56278368E+01
    2142       14433.9     0.0050   4.826E+00   0.6401   0.3000   2.209E-17   4.84559621E+01   6.56283988E+01
    2143       14438.7     0.0047   4.779E+00   0.6424   0.3000   2.274E-17   4.84571249E+01   6.56291634E+01
    2144       14443.5     0.0048   4.766E+00   0.6379   0.3000   1.911E-17   4.84582741E+01   6.56301350E+01
    2145       14448.3     0.0047   4.785E+00   0.6281   0.3000   2.094E-17   4.84594178E+01   6.56313244E+01
    2146       14453.1     0.0049   4.835E+00   0.6140   0.3000   2.526E-17   4.84605635E+01   6.56328269E+01
    2147       14457.9     0.0047   4.914E+00   0.5967   0.3000   2.242E-17   4.84617190E+01   6.56347107E+01
    2148       14462.8     0.0049   5.024E+00   0.5841   0.3000   2.092E-17   4.84628910E+01   6.56370124E+01
    2149       14467.8     0.0046   5.166E+00   0.5954   0.3000   2.894E-17   4.84640867E+01   6.56398386E+01
    2150         14473     0.0048   5.345E+00   0.6329   0.3000   1.765E-17   4.84653142E+01   6.56431829E+01
    2151       14478.3     0.0048   5.570E+00   0.6714   0.3000   2.380E-17   4.84665819E+01   6.56470939E+01
    2152       14483.9     0.0046   5.848E+00   0.6915   0.3000   3.079E-17   4.84679005E+01   6.56516218E+01
    2153       14489.8     0.0048   5.829E+00   0.7134   0.3000   2.010E-17   4.84692820E+01   6.56568545E+01
    2154       14495.6     0.0048   5.909E+00   0.7249   0.3000   3.175E-17   4.84706560E+01   6.56624920E+01
    2155       14501.5     0.0048   6.048E+00   0.7298   0.3000   2.134E-17   4.84720459E+01   6.56686072E+01
    2156       14507.5     0.0047   6.147E+00   0.7613   0.3000   2.424E-17   4.84734656E+01   6.56753687E+01
    2157       14513.7     0.0049   5.744E+00   0.6973   0.3000   2.308E-17   4.84749059E+01   6.56826607E+01
    2158       14519.4     0.0047   5.875E+00   0.7226   0.3000   2.532E-17   4.84762493E+01   6.56897434E+01
    2159       14525.3     0.0047   6.245E+00   0.7752   0.3000   2.825E-17   4.84776214E+01   6.56972306E+01
    2160       14531.6     0.0046   5.595E+00   0.6708   0.3000   2.800E-17   4.84790773E+01   6.57054271E+01
